bc1pjxvvsll4hnx2nnuhkrdylsp876g7fefq3d2lg0wx9vrh8f7hqs9s5rj59x,1
bc1pl0tu6zmdmskd3zuc3rq57dsrn8t5mp9c3409mk95q977q5zhr4rsepe7sy,2
bc1plrl2wjmdvteq0cxyf5ex5dejhfjrn5gepe864xhdan05uhyksfjsmp3g40,1
bc1plteu2n2huwxd0e9udu54wyzjddmq2kz5qnee2yd9c6eg4vajle7q80xpr2,30
bc1pmrm3slavzuem6n7c2d5gx5p96j6rfljf5ju8umela9l95rwl35vsmlchx4,1
bc1pn9uqzv6406l5es9w8xlasuxdl0thelxnfgwerqsz22dvy3m73rcsytm48w,21
bc1ppy0gtdk9w9q4ln9p3dld2zn5hqwhlrn49z5hfyy3vvzp00d0sw7szyag4w,2
bc1pqrxyvxmdaypq879lyp0wae4q9k30k3evfjscyqp6hzt9e6cza5usgxmfhj,7
bc1pr9ya90hd0uvlvl773ppypvedg5ale48c4e9xp8gshzxayvmgh54qxvs09j,2
bc1ps23p7awn3e5k72fkjq0xkzdxur9gr0yf95rtkhvr039ajms7pgwskzhr0p,1
bc1ps4rzx4ngpyr240kgep3q39h4kuyge6k7pxj8gzu6lua8j7gj8hls6d5awn,2
bc1psdkup70gwzjz9mljt9jtkm52z00gvzs2nwxvtapcxq9065mwdqkqpgsuyx,125
bc1psdqw7dlcy3d7yxamedhmax969nuvtcwtzx3a3w0wsa24928a2drsqjkqmk,4
bc1psurj8sx0r6qp9dyhj4yqjtld2s2fxel044mn79pha8m0hmy9em8qpyjyme,2
bc1pvgwxd89cfytdvg8zxcsk6y8ckt7d2t8yghh53dfncszkxv2fkx9sh4as9q,1
bc1pvp5x938n3ykg3akpp3mnsqpvc90z0zulhptzq5pqklwlqhkywjzsqqkmdy,3
bc1pvqu4t37w2tqlyha0tpuudfr6tturn2ujr9cjnqflx64nrcy3p8csjqhka0,2
bc1pwaftnghqm9nxezk7qt7296fukr757k0zl49rsnz2cq0g0xqlfuaqdk8hay,3
bc1pwqdy8shvfmrm00rfjq09kp7fpsaaek7k39c34aufx8s32qkw937qty8g2u,1
bc1pwzdps54qzljef665dvz3whtttytpqrl3hay8f3ye5llqntqwt2pskgdq5e,15
bc1pxhwk6qvxua79hqxgyke2xgma66rvvep7tg2rj924zt30h4uz4txqsftrgy,1
bc1pxntzslvphyeq4m0n877y7qpsnh42t7cehr7jrysjyeq8d8rfk07s67rm6r,3
bc1pyvd3v2xh0vdjxv4qa6ewsp26gdr0s5yr0fevv7p2lsh4vk8uenysasew7z,9
bc1pz9mrq2a38n6jj8vs8hw6hzqnydayfyrtphs7dyc6glpgrym7r3qspl9n9j,13
bc1q4vcyqkcu73jktmm6ycsy6lkfu482lvs9gpm4nr,3
bc1qcatxdacn5ld53haxspq48wq8h6335zhmngxceu,1
bc1qdaxnzqntl0lqnj2wcpg2m2xxsmzy6u8jfv2v4z,13
bc1qdsk4mafjamnp2yzxqcqd9kdlmaqxynqu4mmeyq,1
bc1qewp4ajx8sahmz9z9gju3sepspx5d8kv4e8peug,1
bc1qj39mh5qfguf947e9phdasjkau48auzk47ru3mg,6
bc1qkk6cy2d8t29u9dsl5g5sg8l6z8lemtd2vh8wzq,1
bc1qlvtuhuv7kml9k4qzu8gur9z9mc5kzfc4cmug99,2
bc1qvgw5dw7y797uesgxpne2qu56hnnv67s5puc836,1
bc1px9a9ldzaczh0k248xprlgukz84vyexy047t2qvurkqhc243mz5rq8f6kna,5
3HivkZLvs6CNqeyjVjNrurfh4y67GYM2ct,2
bc1p259lp62u275f96mp00us9738ajvp0nqjnvfvrr9z894h4l0k5ylskeersc,1
bc1p3r2fslkhkycgy7u6sqw2gzgsrdd2quz2fj66jtvvh4r7vnlg6a3q4psnfm,1
bc1pcevekrsyawyr8zcerxhche4yqs739rtv390na7gxrqa5x93hzxws289ze4,3
bc1phfzf66kc5rcqraf5q4znmknpetddth6tcfwfm7de9hckkk42ekvs0rplqy,17
bc1pp3xvcqpelwc208p95zznhp64608fyh69nvce27gy46ga48q3cmjsrgzy4z,1
bc1pwszu8alvea2ekul7z6dh8nvkk0nka43xgzlsyk85p2zhz08gj9nqsr2nvj,1
bc1q0udcmn6t4fch4j3g22fxvj5g5227v58pl3txd9,1
bc1qq3lrsrth96r9n07t45e0x7q4v4weryxw832man,1
bc1p4xapdtkpru543t5l0379z2cqw4h6mmy5mqzzqn60phh6ah80vwxsum9mwq,1
13PKjmoWPLLqY6hvzDswkymYMfSQwTCmxf,1
32Eu4ET3ESKfJkVuYA16acD4n1eRUMN8Z5,1
bc1p074hd3q6mjaj05q9fdymnlf4acwj72lzxp6nhtfcm96srffxtmqs6wnvr0,1
bc1p0k366pwxzfyhvswf9236vh660kx82qwtryncskn5s3y72hcltt7sm2qkxd,1
bc1p6cq9pdxywn453aasx6suc08kkqgz0ka2j8srmka7s9lna70glv3s4njtfk,3
bc1pqmn4asg8exzsvpdxrr0942546ful927rjwf2m8llepazt5ldtzjqgqfg9u,1
bc1qv77zgt6t6qtqw9dcvuh338fuzmdm8kh8agg6n4,1
3LK9xFFSwHsPhugbHgxo1L4E7vEDX8uyT2,85
bc1ph9t9sd40t7tp0g7fnf5qqr7u2c9jvttfgll0c2t47alp23gff69qn2llvc,1
3FNWavS2HTPbjU5QLc7Axp9oqZTuo42ipx,2
bc1p3tewmmyryez7nt8v6fgur9emugg4mjw9yz2yq2gd4sypze5uhykql67g9p,1
